exec_name,block_size,variant,throughput,time_ms,exp,n
cu8_reduction_add_64_8,64,8,386473429.866164,0.026496,10,1024
cu8_reduction_add_64_8,64,8,758293840.368498,0.027008,11,2048
cu8_reduction_add_64_8,64,8,1560975600.71213,0.02624,12,4096
cu8_reduction_add_64_8,64,8,3118148607.573534,0.026272,13,8192
cu8_reduction_add_64_8,64,8,5338894697.338523,0.030688,14,16384
cu8_reduction_add_64_8,64,8,7889060119.27761,0.041536,15,32768
cu8_reduction_add_64_8,64,8,14702081775.289358,0.044576,16,65536
cu8_reduction_add_64_8,64,8,21478762476.333374,0.061024,17,131072
cu8_reduction_add_64_8,64,8,32507936015.120686,0.08064,18,262144
cu8_reduction_add_64_8,64,8,37380789479.90299,0.140256,19,524288
cu8_reduction_add_64_8,64,8,42215923922.9102,0.248384,20,1048576
cu8_reduction_add_64_8,64,8,46135867606.62105,0.45456,21,2097152
cu8_reduction_add_64_8,64,8,48455452596.80121,0.8656,22,4194304
cu8_reduction_add_64_8,64,8,49467665087.9934,1.695776,23,8388608
cu8_reduction_add_64_8,64,8,48767800859.201485,3.440224,24,16777216
cu8_reduction_add_128_8,128,8,86767895.26308,0.029504,8,256
cu8_reduction_add_128_8,128,8,187353630.399721,0.027328,9,512
cu8_reduction_add_128_8,128,8,385078213.400279,0.026592,10,1024
cu8_reduction_add_128_8,128,8,786240776.586008,0.026048,11,2048
cu8_reduction_add_128_8,128,8,1538461549.072812,0.026624,12,4096
cu8_reduction_add_128_8,128,8,2983683036.28532,0.027456,13,8192
cu8_reduction_add_128_8,128,8,5529157707.141761,0.029632,14,16384
cu8_reduction_add_128_8,128,8,8278092082.726378,0.039584,15,32768
cu8_reduction_add_128_8,128,8,15260804732.54827,0.042944,16,65536
cu8_reduction_add_128_8,128,8,21344450049.395447,0.061408,17,131072
cu8_reduction_add_128_8,128,8,32443564311.26209,0.0808,18,262144
cu8_reduction_add_128_8,128,8,37526340078.001335,0.139712,19,524288
cu8_reduction_add_128_8,128,8,42627813003.048615,0.245984,20,1048576
cu8_reduction_add_128_8,128,8,46684712845.604935,0.449216,21,2097152
cu8_reduction_add_128_8,128,8,48829117937.913086,0.858976,22,4194304
cu8_reduction_add_128_8,128,8,49632503739.23899,1.690144,23,8388608
cu8_reduction_add_128_8,128,8,48412498482.03538,3.465472,24,16777216
cu8_reduction_add_256_8,256,8,84033612.613881,0.030464,8,256
cu8_reduction_add_256_8,256,8,167539269.014319,0.03056,9,512
cu8_reduction_add_256_8,256,8,361990955.795569,0.028288,10,1024
cu8_reduction_add_256_8,256,8,747663542.962496,0.027392,11,2048
cu8_reduction_add_256_8,256,8,1559074283.061264,0.026272,12,4096
cu8_reduction_add_256_8,256,8,3265306092.813256,0.025088,13,8192
cu8_reduction_add_256_8,256,8,5919075231.801625,0.02768,14,16384
cu8_reduction_add_256_8,256,8,8619528657.787924,0.038016,15,32768
cu8_reduction_add_256_8,256,8,15814671614.41457,0.04144,16,65536
cu8_reduction_add_256_8,256,8,22164502165.920765,0.059136,17,131072
cu8_reduction_add_256_8,256,8,31863088596.963017,0.082272,18,262144
cu8_reduction_add_256_8,256,8,37261769783.847694,0.140704,19,524288
cu8_reduction_add_256_8,256,8,42418123120.02437,0.2472,20,1048576
cu8_reduction_add_256_8,256,8,45720664690.50657,0.458688,21,2097152
cu8_reduction_add_256_8,256,8,47255290326.203896,0.887584,22,4194304
cu8_reduction_add_256_8,256,8,47930958691.90626,1.750144,23,8388608
cu8_reduction_add_256_8,256,8,47511373016.028625,3.5312,24,16777216
cu8_reduction_add_512_8,512,8,87912087.672762,0.02912,8,256
cu8_reduction_add_512_8,512,8,153846152.351009,0.03328,9,512
cu8_reduction_add_512_8,512,8,320320316.864091,0.031968,10,1024
cu8_reduction_add_512_8,512,8,698689952.892941,0.029312,11,2048
cu8_reduction_add_512_8,512,8,1326424891.473322,0.03088,12,4096
cu8_reduction_add_512_8,512,8,2983682935.077157,0.027456,13,8192
cu8_reduction_add_512_8,512,8,5614035068.301696,0.029184,14,16384
cu8_reduction_add_512_8,512,8,8114104655.837343,0.040384,15,32768
cu8_reduction_add_512_8,512,8,15340824127.652105,0.04272,16,65536
cu8_reduction_add_512_8,512,8,22104694983.467636,0.059296,17,131072
cu8_reduction_add_512_8,512,8,28523676907.07432,0.091904,18,262144
cu8_reduction_add_512_8,512,8,35234408692.83174,0.1488,19,524288
cu8_reduction_add_512_8,512,8,39158699899.14952,0.267776,20,1048576
cu8_reduction_add_512_8,512,8,42530988745.90523,0.493088,21,2097152
cu8_reduction_add_512_8,512,8,44375529005.20729,0.945184,22,4194304
cu8_reduction_add_512_8,512,8,45269829065.01242,1.853024,23,8388608
cu8_reduction_add_512_8,512,8,43302030547.43801,3.874464,24,16777216
cu8_reduction_add_1024_8,1024,8,61068701.628094,0.04192,8,256
cu8_reduction_add_1024_8,1024,8,125786164.109408,0.040704,9,512
cu8_reduction_add_1024_8,1024,8,256410257.805078,0.039936,10,1024
cu8_reduction_add_1024_8,1024,8,536912746.888469,0.038144,11,2048
cu8_reduction_add_1024_8,1024,8,1095890408.605694,0.037376,12,4096
cu8_reduction_add_1024_8,1024,8,2000000005.049515,0.04096,13,8192
cu8_reduction_add_1024_8,1024,8,3999999941.886928,0.04096,14,16384
cu8_reduction_add_1024_8,1024,8,7882986849.433642,0.041568,15,32768
cu8_reduction_add_1024_8,1024,8,11955633356.038286,0.054816,16,65536
cu8_reduction_add_1024_8,1024,8,16286282116.852213,0.08048,17,131072
cu8_reduction_add_1024_8,1024,8,20951406652.56071,0.12512,18,262144
cu8_reduction_add_1024_8,1024,8,24355582193.960197,0.215264,19,524288
cu8_reduction_add_1024_8,1024,8,26642816374.90735,0.393568,20,1048576
cu8_reduction_add_1024_8,1024,8,28226376279.578884,0.742976,21,2097152
cu8_reduction_add_1024_8,1024,8,28829843856.964428,1.454848,22,4194304
cu8_reduction_add_1024_8,1024,8,29132613802.199455,2.879456,23,8388608
cu8_reduction_add_1024_8,1024,8,26493508966.055138,6.332576,24,16777216
